year,program code,Desc 1,Desc 2,Desc 3,aproved budget,spent budget,right,lack_health,vacc_child,detec_diabe,detec_hyper,mort_infan,mort_mater,atent_birth,life_expec,moder_pover,extre_pover,incom_ineq,lack_food,insec_food,lag_educ,illiterate,compu_school,school_atten,pisa_read,pisa_math,pisa_science,high_educ,univ_educ,lack_noact,lack_high65,lack_secur,access_pens,insur_disabl,day_care,pension_SAR,benef_life,benef_disabl,benef_death,house_space,house_servi,own_house,trash_dispo,acce_comu,N. of indicators affected
2010,11U046,,,Programa de Apoyo a la Formación Profesional y Proyecto de Fundación Educación Superior-Empresa (ANUIES),100,91.236354,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,11U051,,,Fondo para la consolidación de las Universidades Interculturales (irreductible) Anexo 26 B,50,50,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,11U054,Contribuir a ampliar las oportunidades educativas en el nivel Superior,El incremento a la demanda ha sido atendido.,Ampliación de la oferta educativa del nivel superior (Incluye equipamiento e infraestructura),1183.722504,930.164832,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,11U055,,,Fondo de apoyo para la calidad de los Institutos Tecnológicos (descentralizados) Equipamiento e Infraestructura: talleres y laboratorios,65,65,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,11U061,,,Equipamiento de escuelas para educación básica a nivel nacional,150,149.538843,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,11U062,,,Fondo para el mejoramiento de las tecnologías educativas en educación básica,100,0,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010,11U063,,,Apoyo extraordinario a la Benemérita Universidad Autónoma de Puebla (Anexo 26 PEF),150,150,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,11U064,,,Apoyo extraordinario a la Universidad Comunitaria Intercultural Potosina (Anexo 26 PEF),15,0,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,11U065,,,Apoyo a las Entidades Federativas para el Programa Nacional de Inglés en Educación Básica,238,228.129741,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,12E010,Contribuir a mejorar las condiciones de salud de la población mediante la formación de especialistas médicos orientados al perfil epidemiológico,Los especialistas formados están capacitados para atender eficientemente las necesidades de salud de la población,Formación de recursos humanos especializados para la salud (Hospitales),1863.899951,1698.55239,Health,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,12E020,Contribuir a prestar servicios de salud con calidad y seguridad a través de la conservación y el mantenimiento de la infraestructura física en salud,"Las unidades de salud, reciben mantenimiento y conservación para estar en óptimas condiciones","Dignificación, conservación y mantenimiento de la infraestructura y equipamiento en salud",2152.891077,2106.77494,Health,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2010,12E022,Contribuir a mejorar la salud de la población mediante la generación del conocimiento científico relacionado,El conocimiento científico necesario para resolver los problemas de salud de la población esta disponible para quienes lo requieran,Investigación y desarrollo tecnológico en salud,1197.251468,1209.563295,Health,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010,12E023,Contribuir a mejorar las condiciones de salud de la población atendiendo la demanda de servicios de salud en los Institutos Nacionales de Salud y Hospitales de Alta Especialidad y otras entidades que operan en el marco del programa,Los problemas prioritarios de salud de la población con padecimientos de alta complejidad son atendidos en los Institutos Nacionales de Salud y Hospitales de Alta Especialidad.,Prestación de servicios en los diferentes niveles de atención a la salud,11825.28576,12455.19256,Health,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2010,12E025,Contribuir a mejorar las condiciones de salud de la población mediante la prevención y atención de las adicciones.,Consumo de sustancias adictivas disminuido.,Prevención y atención contra las adicciones,896.754477,852.767951,Health,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
2010,12E036,Contribuir a la disminución de la mortalidad en los menores de 5 años de edad,"Las Semanas Nacionales de Salud otorgan acciones integradas de atención primaria que previenen las enfermedades evitables por vacunación, diarreas e infecciones respiratorias agudas, así como de deficiencias de la nutrición el eje central son las acciones de vacunación.",Reducción de enfermedades prevenibles por vacunación,1155.072988,903.263239,Health,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010,12E039,Contribuir a mejorar las condiciones de salud de la población mediante la prevención y control epidemiológico adecuado,Control epidemiológico de enfermedades transmisibles en las zonas afectadas por urgencias epidemiológicas y desastres.,Vigilancia epidemiológica,1290.322437,1312.99927,Health,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,12G004,"Contribuir a la protección de la salud de la población mediante la regulación, control y fomento sanitario de los 7 ámbitos de competencia (alimentos; insumos a la salud; establecimientos de atención médica; exposición a riesgos sanitarios por otros productos y servicios, tabaco y alcohol; emergencias sanitarias; riesgos ambientales y riesgos laborales) de la Comisión Federal para la Protección contra Riesgos Sanitarios.",Exposición de la población a riesgos sanitarios reducida,Protección Contra Riesgos Sanitarios,695.874985,870.731051,Health,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010,12K011,,,Proyectos de infraestructura social de salud,1156.655649,1217.125509,Health,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,12K025,,,Proyectos de inmuebles (oficinas administrativas),52.818724,28.736417,Social security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,12K027,,,Mantenimiento de infraestructura,24.447784,70.22759,Health,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,12S037,Contribuir a que la población de los municipios de 500 a 2500 habitantes mejoren la calidad de su salud a través del control de los determinates potencialmente modificables que inciden en la misma.,Los municipios de 500 a 2500 habitantes cuentan con población capacitada y asesorada para el control de los determinantes en salud.,Programa Comunidades Saludables,100.907134,99.281362,Poverty,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2010,12S072,"Contribuir a la ruptura del ciclo intergeneracional de la pobreza extrema, favoreciendo el desarrollo de las capacidades en educación, salud y nutrición de las familias beneficiarias de Oportunidades","Las familias en pobreza extrema beneficiarias de Oportunidades amplían sus capacidades en educación, salud y nutrición.",Programa de Desarrollo Humano Oportunidades,4926.496104,4704.63651,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,12S200,"Contribuir a reducir las brechas o desigualdades en salud a través de la oferta de servicios de prevención, promoción y atención médica ambulatoria a la población sin acceso o con acceso limitado a los servicios de salud.","En las localidades geograficamente dispersas y de dificil acceso, la polablación objetivo del programa cuenta con servicios regulares de promoción, prevención y atención médica mediante equipos de salud itinerantes y unidades médicas móviles.",Caravanas de la Salud,734.312234,659.666327,Health,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,12S201,Contribuir a la disminución del empobrecimiento por motivos de salud mediante el aseguramiento médico universal de los niños sin seguridad social nacidos a partir del 1º de diciembre de 2006,"La población menor de 5 años nacida a partir del 1 de diciembre de 2006 y sin seguridad social, cuenta con esquema de aseguramiento en salud con cobertura amplia",Seguro Médico para una Nueva Generación,2450,2425.461148,Social security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,12S202,"Contribuir a mejorar la calidad de los servicios de salud en los establecimientos de salud, en beneficio de los usuarios.","El Sistema Integral de Calidad en Salud (SICALIDAD) esta implantado en los establecimientos de salud del Sistema Nacional de Salud y logra la operación de servicios de salud efectivos, seguros y eficientes.",Sistema Integral de Calidad en Salud,164.304081,153.132365,Health,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,12U005,"Contribuir a evitar el empobrecimiento por motivos de salud, mediante el aseguramiento médico de la población que carece de seguridad social",La población que carece de seguridad social cuenta con acceso a las intervenciones esenciales de prevención de enfermedades y atención médica curativa,Seguro Popular,48842.12705,45224.74369,Poverty,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2010,12U006,Contribuir a prestar servicios de salud con calidad y seguridad.,Contribuir al desarrollo de la infraestructura física en salud mediante el fortalecimiento de las REDESS para facilitar el acceso a servicios integrales de salud de alta calidad que satisfagan las necesidades y respondan a las expectativas de la población,Fortalecimiento de las Redes de Servicios de Salud,2611.170689,3003.928017,Health,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,14E003,"Contribuir a mejorar la productividad de las empresas y la calidad de vida de los trabajadores, evitando los accidentes y enfermedades de trabajo",Promover y vigilar el cumplimiento de normatividad laboral vigente en los centros de trabajo,Ejecución a nivel nacional de los programas y acciones de la Política Laboral,381.73299,351.690925,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,14E006,"Contribuir a mejorar la productividad de las empresas y la calidad de vida de las trabajadoras y trabajadores, previniendo los accidentes y enfermedades de trabajo.",Los trabajadores tienen mejores condiciones de seguridad y salud en los centros laborales a través de la prevención de riesgos de trabajo.,Asesoría en materia de seguridad y salud en el trabajo,21.517401,28.282785,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2010,14E010,"Contribuir a mejorar la articulación entre los buscadores de empleo y las vacantes ofertadas del sector productivo, mediante servicios de información laboral, al incrementar sus posibilidades de inserción en una actividad productiva formal.",Personas buscadoras de empleo colocadas en vacantes registradas en los servicios de vinculación e intermediación laboral,Coordinación de acciones de vinculación entre los factores de la producción para apoyar el empleo,96.153946,85.96219,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,14U001,"Contribuir a la recuperación económica en zonas de contingencia laboral, apoyando el ingreso de los trabajadores.",Percepciones de los trabajadores apoyados son mantenidas.,Programa de Fomento al Empleo,30.11591,62.801258,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,15E001,"Contribuir a otorgar seguridad y certeza jurídica a los sujetos agrarios respecto de la tenencia de la tierra la organización interna de los núcleos y los diversos actos que se realicen , proporcionando los servicios jurídicos y administrativos correspondientes.","1 La tenencia de la tierra ejidal, comunal, colonias agrícolas y ganaderas, asi como terrenos nacionales y pequeña propiedad, es garantizada a través de los servicios que presta la Procuraduría Agraria.",Procuración de justicia agraria,451.991026,463.567532,Housing,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2010,15E002,"Contribuir a garantizar la seguridad jurídica en la tenencia de tierra ejidal, comunal, colonias agrícolas y ganaderas, terrenos nacionales y pequeña propiedad; mediante la atención a los conflictos sociales en el medio rural identificados.",Los conflictos sociales agrarios son solucionados (Las partes convienen satisfactoriamente).,Atención de conflictos agrarios,837.223183,573.104122,Housing,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2010,15E003,"Contribuir a garantizar los derechos de propiedad sobre la tenencia de la tierra a los sujetos de derecho en el medio rural, mediante la entrega de los documentos que otorgan certeza jurídica.","Los sujetos de derecho en el medio rural obtienen seguridad jurídica y certeza en la tenencia de la tierra, con la emisíón de los documentos probatorios que acreditan su propiedad.",Ordenamiento y regulación de la propiedad rural,215.726923,241.366444,Housing,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2010,15E004,"Contribuir al otorgamiento de la certeza juridica, mediante la realización de asientos registrales solicitados por los sujetos agrarios.","Los sujetos de derecho agrario obtienen seguridad jurídica documental, a través de la inscripción de sus actos jurídicos.",Registro de actos jurídicos sobre derechos agrarios,92.666156,91.13229,Housing,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2010,15E005,Contribuir a garantizar la certeza técnica y jurídica en la tenencia de la tierra mediante la certificación de ejidos y comunidades.,Los sujetos agrarios adquieren seguridad jurídica en la tenencia de la tierra con la expedición y obtención de sus certificados y títulos.,Fondo de apoyo para los núcleos agrarios sin regularizar (FANAR),17,42.697211,Housing,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2010,15S088,Contribuir al mejoramiento de ingresos de las mujeres de 18 años y más que habitan en Núcleos Agrarios mediante el apoyo de proyectos productivos.,Mujeres beneficiarias habitantes de Núcleos Agrarios que se les provee de los insumos necesarios para desarrollar nuevas actividades productivas que garanticen la consolidación de proyectos productivos generadores de ingresos.,Programa de la Mujer en el Sector Agrario (PROMUSAG),772.961122,859.00619,Nutrition,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2010,15S089,El ingreso de las mujeres y hombres de 18 años y más que habitan en núcleos agrarios mejora con el apoyo de proyectos productivos.,A los beneficiarios habitantes de Núcleos Agrarios se les provee de los insumos necesarios para desarrollar nuevas actividades productivas que garanticen la consolidación de proyectos productivos generadores de ingresos,Fondo de Apoyo para Proyectos Productivos (FAPPA),780.030289,768.9197,Nutrition,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2010,16E001,Agua potable en bloque entregada oportunamente a los Gobiernos del Distrito Federal y Estado de México de acuerdo a los compromisos establecidos.,Garantizar el abasto de agua potable y alcantarillado en la Zona Metropolitana del Valle de México,Operación y mantenimiento del Sistema Cutzamala,2204.564734,496.11175,Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,16E002,Agua potable en bloque entregada oportunamente a los Gobiernos del Distrito federal y Estados de México e Hidalgo de acuerdo a los compromisos establecidos,Garantizar el abasto de agua potable y alcantarillado en la zona metropolitana del Valle de México,Operación y mantenimiento del sistema de pozos de abastecimiento del Valle de México,903.339453,155.231254,Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,16E004,"Contribuir a mejorar la salud y la calidad de vida de la población que no cuenta con agua potable, brindandole alternativas de desinfección del agua de consumo.",Población con alternativas de agua de calidad desinfectada y monitoreada en fuentes de abastecimiento y riesgos sanitarios evitados.,Programa directo de Agua Limpia,0,7.822726,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16G012,Contribuir a mejorar la productividad del agua en el sector agrícola optimizando el uso del líquido en la conducción y en riego de los cultivos para lograr un manejo integral y sustentable del recurso.,Infraestructura hidroagrícola modernizada y/o tecnificada en los distritos de riego dentro de la Cuenca Lerma Chapala.,Cuenca Lerma-Chapala,22.80751,27.469228,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,16G014,Contribuir al uso eficiente del agua en la producción agrícola.,El agua se entrega de acuerdo a la dotación de los Distritos de Riego,Programa de Instalación de Medidores en las Fuentes de Abastecimiento,35,25.118079,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,16K007,,,"Proyectos de infraestructura económica de agua potable, alcantarillado y saneamiento",1872.33768,1572.245678,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16S047,Contribuir a mejorar la salud de la población en el país.,"Población abastecida con agua desinfectada y de calidad apta para su consumo, que cuenta con sistema formal de agua potable.",Programa de Agua Limpia,37.3529,34.910361,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16S071,Contribuir a estabilizar el ingreso de la población objetivo en el medio rural.,"La población rural mayor de 16 años temporalmente desocupada obtiene un ingreso temporal para afrontar los efectos de una emergencia natural, económica o de baja demanda laboral",Programa de Empleo Temporal (PET),380,398.475024,Poverty,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,16S074,"Contribuir al mejoramiento de la habitabilidad en sectores de localidades urbanas, a través del suministro del servicio de agua potable.","Población en zonas urbanas dotada con mejores servicios de agua potable, alcantarillado y/o saneamiento.","Programa de Agua Potable, Alcantarillado y Saneamiento en Zonas Urbanas",5866.333806,6283.374423,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16S075,"Contribuir a incrementar el acceso y calidad de los servicios de agua potable, alcantarillado y saneamiento en las comunidades rurales.",La población rural cuenta con sistemas de agua potable y saneamiento y participa organizadamente en la prestación de los servicios.,Programa para la Construcción y Rehabilitación de Sistemas de Agua Potable y Saneamiento en Zonas Rurales,2051.964735,1850.681176,Housing,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2010,16S079,Contribuir a mejorar la productividad del agua en el sector agrícola optimizando el uso del líquido en la conducción y en riego de los cultivos para lograr un manejo integral y sustentable del recurso.,Infraestructura hidroagrícola modernizada y/o tecnificada por las organizaciones de usuarios de los distritos de riego,Programa de Rehabilitación y Modernización de Distritos de Riego,1070.284323,1112.616476,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,16S080,Contribuir a mejorar la productividad del agua en el sector agrícola optimizando el uso del líquido en la conducción y en el riego de los cultivos para lograr un manejo integral y sustentable del recurso.,"Infraestructura hidroagrícola conservada por las organizaciones de usuarios de los Distritos de Riego, lo que permite mantener en condiciones optimas de servicio y funcionamiento la infraestructura para dar el servicio de riego en beneficio de los usuarios.",Programa de Desarrollo Parcelario,115.701186,114.110811,Nutrition,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2010,16S217,"Contribuir al mejoramiento de la productividad del agua en las Unidades de Riego mediante la modernización de infraestructura hidroagrícola y/o tecnificación del riego a nivel parcela, para alcanzar un manejo sustentable del agua.",Los productores de Unidades de Riego cuentan con superficie agrícola modernizada y/o tecnificada,Programa de Modernización y Tecnificación de Unidades de Riego,549.529282,783.058339,Nutrition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,16U001,"Contribuir al incremento en las coberturas y al mejoramiento en la prestación de los servicios de agua potable, alcantarillado y saneamiento.",Recursos radicados para la realización de acciones de mejoramiento de eficiencia,Programa de Devolución de Derechos,0,1829.626111,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16U007,"Incrementar los recursos que se aportan al Fideicomiso 1928 provenientes del pago de aprovechamiento de agua en bloque, conforme al Decreto de estímulo físcal a municipios, entidades federativas, Distrito Federal, organismos operadores, responsables de la prestación del servicio, publicado el 24 de noviembre de 2004","Contribuir con recursos autorizados por la SHCP a la realización de obras necesarias para el abastecimiento Agua Potable y Saneamiento en la Zona conurbada del Valle de México, D.F. y municipios participantes.",Devolución de Aprovechamientos,0,2360.978232,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16U008,,,Programa de Saneamiento de Aguas Residuales,0,155.574004,Housing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2010,16U012,"Contribuir a mejorar la calidad de vida de los habitantes del País, a través de la gestión integral de residuos sólidos urbanos implementando acciones del Programa Nacional para la Prevención y Gestión Integral de Residuos","Se incrementan en el País los residuos sólidos urbanos (RSU) recolectados y manejados integralmente, aprovechando al máximo su potencial, y dispuestos apropiadamente en la menor cantidad posible",Prevención y gestión integral de residuos,710.833568,664.431425,Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2010,19J006,,,Apoyo para cubrir el déficit de la nómina de pensiones del ISSSTE,55558.49336,92419.18501,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2010,19J007,,,Pensiones de Trato Especial,38.169,22.748899,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010,19J008,,,Pensiones y Jubilaciones en curso de Pago,105361.6,102069.4647,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2010,19J009,,,Pensiones Civiles Militares y de Gracia,9729.425783,9041.923385,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010,19J011,,,"Aportaciones Estatutarias al Seguro de Retiro, Cesantia en Edad Avanzada y Vejez",3966.8,2793.364582,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2010,19J012,,,"Cuota Social al Seguro de Retiro, Cesantía en Edad Avanzada y Vejez",18889.2,17725.86968,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2010,19J014,,,Apoyo Económico a Viudas de Veteranos de la Revolución Mexicana,1.802,0.550512,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2010,19J021,,,Pensión Mínima Garantizada IMSS,1608,2233.716816,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2010,19J022,,,Cuota Social Seguro de Retiro ISSSTE,3055,1727.197357,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
2010,19J024,,,Ahorro Solidario,4722,0,Social security,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
2010,19J025,,,Previsiones para las pensiones en curso de pago de los extrabajadores de Luz y Fuerza del Centro,12297.8,13116.50431,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010,19S038,"Contribuir a garantizar el derecho a la salud de los mexicanos que carecen de Seguridad Social y que habitan en condiciones de marginación, en las entidades donde tiene cobertura.","La población que carece de seguridad social, adscrita al Programa IMSS-Oportunidades, y que habita prioritariamente en zonas rurales y urbano-marginadas del país, mejora su estado de salud a través del Modelo de Atención Integral a la Salud, el cual se fundamenta en la participación conjunta con la comunidad, con énfasis en la prevención de riesgos y daños a partir del auto-cuidado de la salud.",Programa IMSS-Oportunidades,7300,7207.83624,Poverty,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2010,19T001,,,Seguro de Enfermedad y Maternidad,45871,48447.0577,Social security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4
2010,19T002,,,Seguro de Invalidez y Vida,1500,1557.117078,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4
2010,19T003,,,Seguro de Salud para la Familia,808,808,Social security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2010,19T005,,,11% de Haberes y Haberes de Retiro,2597.436563,2404.815076,Social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
